qualifyId,raceId,driverId,constructorId,number_old,position,q1,q2,q3,year,round,circuitId,nameRaces,date,time,urlRaces,driverRef,number,code,forename,surname,dob,nationalityDrivers,urlDrivers,circuitRef,nameCircuits,location,countryCircuits,latitude,longitude,altitude,urlCircuits,constructorRef,nameConstructors,nationalityConstructors,urlConstructors
2275,243,93,31,11,22,1:27.575,\N,\N,1995,4,4,Spanish Grand Prix,1995-05-14,,http://en.wikipedia.org/wiki/1995_Spanish_Grand_Prix,schiattarella,\N,\N,Domenico,Schiattarella,1967-11-17,Italian,http://en.wikipedia.org/wiki/Domenico_Schiattarella,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,simtek,Simtek,British,http://en.wikipedia.org/wiki/Simtek
2276,243,85,30,17,23,1:28.094,\N,\N,1995,4,4,Spanish Grand Prix,1995-05-14,,http://en.wikipedia.org/wiki/1995_Spanish_Grand_Prix,montermini,\N,\N,Andrea,Montermini,1964-05-30,Italian,http://en.wikipedia.org/wiki/Andrea_Montermini,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,pacific,Pacific,British,http://en.wikipedia.org/wiki/Pacific_Racing
2277,243,92,30,16,24,1:28.598,\N,\N,1995,4,4,Spanish Grand Prix,1995-05-14,,http://en.wikipedia.org/wiki/1995_Spanish_Grand_Prix,gachot,\N,\N,Bertrand,Gachot,1962-12-23,Belgian,http://en.wikipedia.org/wiki/Bertrand_Gachot,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,pacific,Pacific,British,http://en.wikipedia.org/wiki/Pacific_Racing
2278,243,90,28,22,25,1:28.963,\N,\N,1995,4,4,Spanish Grand Prix,1995-05-14,,http://en.wikipedia.org/wiki/1995_Spanish_Grand_Prix,moreno,\N,\N,Roberto,Moreno,1959-02-11,Brazilian,http://en.wikipedia.org/wiki/Roberto_Moreno,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,forti,Forti,Italian,http://en.wikipedia.org/wiki/Forti
2279,243,64,28,21,26,1:29.540,\N,\N,1995,4,4,Spanish Grand Prix,1995-05-14,,http://en.wikipedia.org/wiki/1995_Spanish_Grand_Prix,diniz,\N,\N,Pedro,Diniz,1970-05-22,Brazilian,http://en.wikipedia.org/wiki/Pedro_Diniz,catalunya,Circuit de Barcelona-Catalunya,Montmeló,Spain,41.57,2.26111,109,http://en.wikipedia.org/wiki/Circuit_de_Barcelona-Catalunya,forti,Forti,Italian,http://en.wikipedia.org/wiki/Forti
2280,244,71,3,5,1,1:21.952,\N,\N,1995,5,6,Monaco Grand Prix,1995-05-28,,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,damon_hill,\N,\N,Damon,Hill,1960-09-17,British,http://en.wikipedia.org/wiki/Damon_Hill,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,williams,Williams,British,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering
2281,244,30,22,1,2,1:22.742,\N,\N,1995,5,6,Monaco Grand Prix,1995-05-28,,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,benetton,Benetton,Italian,http://en.wikipedia.org/wiki/Benetton_Formula
2282,244,14,3,6,3,1:23.109,\N,\N,1995,5,6,Monaco Grand Prix,1995-05-28,,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,coulthard,\N,COU,David,Coulthard,1971-03-27,British,http://en.wikipedia.org/wiki/David_Coulthard,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,williams,Williams,British,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering
2283,244,77,6,28,4,1:23.220,\N,\N,1995,5,6,Monaco Grand Prix,1995-05-28,,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,berger,\N,\N,Gerhard,Berger,1959-08-27,Austrian,http://en.wikipedia.org/wiki/Gerhard_Berger,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari
2284,244,55,6,27,5,1:23.754,\N,\N,1995,5,6,Monaco Grand Prix,1995-05-28,,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,alesi,\N,\N,Jean,Alesi,1964-06-11,French,http://en.wikipedia.org/wiki/Jean_Alesi,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari
2285,244,57,1,8,6,1:23.857,\N,\N,1995,5,6,Monaco Grand Prix,1995-05-28,,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,hakkinen,\N,\N,Mika,Häkkinen,1968-09-28,Finnish,http://en.wikipedia.org/wiki/Mika_H%C3%A4kkinen,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
2286,244,65,22,2,7,1:23.885,\N,\N,1995,5,6,Monaco Grand Prix,1995-05-28,,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,herbert,\N,\N,Johnny,Herbert,1964-06-25,British,http://en.wikipedia.org/wiki/Johnny_Herbert,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,benetton,Benetton,Italian,http://en.wikipedia.org/wiki/Benetton_Formula
2287,244,84,27,26,8,1:24.447,\N,\N,1995,5,6,Monaco Grand Prix,1995-05-28,,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,brundle,\N,\N,Martin,Brundle,1959-06-01,British,http://en.wikipedia.org/wiki/Martin_Brundle,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,ligier,Ligier,French,http://en.wikipedia.org/wiki/Ligier
2288,244,56,17,15,9,1:24.857,\N,\N,1995,5,6,Monaco Grand Prix,1995-05-28,,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,irvine,\N,\N,Eddie,Irvine,1965-11-10,British,http://en.wikipedia.org/wiki/Eddie_Irvine,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,jordan,Jordan,Irish,http://en.wikipedia.org/wiki/Jordan_Grand_Prix
2289,244,87,1,7,10,1:24.933,\N,\N,1995,5,6,Monaco Grand Prix,1995-05-28,,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,blundell,\N,\N,Mark,Blundell,1966-04-08,British,http://en.wikipedia.org/wiki/Mark_Blundell,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
2290,244,22,17,14,11,1:25.081,\N,\N,1995,5,6,Monaco Grand Prix,1995-05-28,,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,jordan,Jordan,Irish,http://en.wikipedia.org/wiki/Jordan_Grand_Prix
2291,244,44,27,26,12,1:25.125,\N,\N,1995,5,6,Monaco Grand Prix,1995-05-28,,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,panis,\N,\N,Olivier,Panis,1966-09-02,French,http://en.wikipedia.org/wiki/Olivier_Panis,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,ligier,Ligier,French,http://en.wikipedia.org/wiki/Ligier
2292,244,81,29,9,13,1:25.447,\N,\N,1995,5,6,Monaco Grand Prix,1995-05-28,,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,morbidelli,\N,\N,Gianni,Morbidelli,1968-01-13,Italian,http://en.wikipedia.org/wiki/Gianni_Morbidelli,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,footwork,Footwork,British,http://en.wikipedia.org/wiki/Footwork_Arrows
2293,244,49,15,30,14,1:25.661,\N,\N,1995,5,6,Monaco Grand Prix,1995-05-28,,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,frentzen,\N,\N,Heinz-Harald,Frentzen,1967-05-18,German,http://en.wikipedia.org/wiki/Heinz-Harald_Frentzen,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,sauber,Sauber,Swiss,http://en.wikipedia.org/wiki/Sauber
2294,244,79,25,3,15,1:25.808,\N,\N,1995,5,6,Monaco Grand Prix,1995-05-28,,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,katayama,\N,\N,Ukyo,Katayama,1963-05-29,Japanese,http://en.wikipedia.org/wiki/Ukyo_Katayama,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
2295,244,69,18,24,16,1:25.969,\N,\N,1995,5,6,Monaco Grand Prix,1995-05-28,,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,badoer,\N,BAD,Luca,Badoer,1971-01-25,Italian,http://en.wikipedia.org/wiki/Luca_Badoer,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,minardi,Minardi,Italian,http://en.wikipedia.org/wiki/Minardi
2296,244,63,25,4,17,1:26.473,\N,\N,1995,5,6,Monaco Grand Prix,1995-05-28,,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,salo,\N,\N,Mika,Salo,1966-11-30,Finnish,http://en.wikipedia.org/wiki/Mika_Salo,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
2297,244,94,18,23,18,1:26.913,\N,\N,1995,5,6,Monaco Grand Prix,1995-05-28,,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,martini,\N,\N,Pierluigi,Martini,1961-04-23,Italian,http://en.wikipedia.org/wiki/Pierluigi_Martini,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,minardi,Minardi,Italian,http://en.wikipedia.org/wiki/Minardi
2298,244,96,15,29,19,1:27.145,\N,\N,1995,5,6,Monaco Grand Prix,1995-05-28,,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,boullion,\N,\N,Jean-Christophe,Boullion,1969-12-27,French,http://en.wikipedia.org/wiki/Jean-Christophe_Boullion,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,sauber,Sauber,Swiss,http://en.wikipedia.org/wiki/Sauber
2299,244,93,31,11,20,1:28.337,\N,\N,1995,5,6,Monaco Grand Prix,1995-05-28,,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,schiattarella,\N,\N,Domenico,Schiattarella,1967-11-17,Italian,http://en.wikipedia.org/wiki/Domenico_Schiattarella,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,simtek,Simtek,British,http://en.wikipedia.org/wiki/Simtek
2300,244,92,30,16,21,1:29.039,\N,\N,1995,5,6,Monaco Grand Prix,1995-05-28,,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,gachot,\N,\N,Bertrand,Gachot,1962-12-23,Belgian,http://en.wikipedia.org/wiki/Bertrand_Gachot,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,pacific,Pacific,British,http://en.wikipedia.org/wiki/Pacific_Racing
2301,244,64,28,21,22,1:29.244,\N,\N,1995,5,6,Monaco Grand Prix,1995-05-28,,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,diniz,\N,\N,Pedro,Diniz,1970-05-22,Brazilian,http://en.wikipedia.org/wiki/Pedro_Diniz,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,forti,Forti,Italian,http://en.wikipedia.org/wiki/Forti
2302,244,50,31,12,23,1:29.391,\N,\N,1995,5,6,Monaco Grand Prix,1995-05-28,,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,verstappen,\N,\N,Jos,Verstappen,1972-03-04,Dutch,http://en.wikipedia.org/wiki/Jos_Verstappen,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,simtek,Simtek,British,http://en.wikipedia.org/wiki/Simtek
2303,244,90,28,22,24,1:29.608,\N,\N,1995,5,6,Monaco Grand Prix,1995-05-28,,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,moreno,\N,\N,Roberto,Moreno,1959-02-11,Brazilian,http://en.wikipedia.org/wiki/Roberto_Moreno,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,forti,Forti,Italian,http://en.wikipedia.org/wiki/Forti
2304,244,85,30,17,25,1:30.149,\N,\N,1995,5,6,Monaco Grand Prix,1995-05-28,,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,montermini,\N,\N,Andrea,Montermini,1964-05-30,Italian,http://en.wikipedia.org/wiki/Andrea_Montermini,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,pacific,Pacific,British,http://en.wikipedia.org/wiki/Pacific_Racing
2305,244,89,29,10,26,1:31.542,\N,\N,1995,5,6,Monaco Grand Prix,1995-05-28,,http://en.wikipedia.org/wiki/1995_Monaco_Grand_Prix,inoue,\N,\N,Taki,Inoue,1963-09-05,Japanese,http://en.wikipedia.org/wiki/Taki_Inoue,monaco,Circuit de Monaco,Monte-Carlo,Monaco,43.7347,7.42056,7,http://en.wikipedia.org/wiki/Circuit_de_Monaco,footwork,Footwork,British,http://en.wikipedia.org/wiki/Footwork_Arrows
2306,245,30,22,1,1,1:27.661,\N,\N,1995,6,7,Canadian Grand Prix,1995-06-11,,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,michael_schumacher,\N,MSC,Michael,Schumacher,1969-01-03,German,http://en.wikipedia.org/wiki/Michael_Schumacher,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,benetton,Benetton,Italian,http://en.wikipedia.org/wiki/Benetton_Formula
2307,245,71,3,5,2,1:28.039,\N,\N,1995,6,7,Canadian Grand Prix,1995-06-11,,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,damon_hill,\N,\N,Damon,Hill,1960-09-17,British,http://en.wikipedia.org/wiki/Damon_Hill,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,williams,Williams,British,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering
2308,245,14,3,6,3,1:28.091,\N,\N,1995,6,7,Canadian Grand Prix,1995-06-11,,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,coulthard,\N,COU,David,Coulthard,1971-03-27,British,http://en.wikipedia.org/wiki/David_Coulthard,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,williams,Williams,British,http://en.wikipedia.org/wiki/Williams_Grand_Prix_Engineering
2309,245,77,6,28,4,1:28.189,\N,\N,1995,6,7,Canadian Grand Prix,1995-06-11,,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,berger,\N,\N,Gerhard,Berger,1959-08-27,Austrian,http://en.wikipedia.org/wiki/Gerhard_Berger,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari
2310,245,55,6,27,5,1:28.474,\N,\N,1995,6,7,Canadian Grand Prix,1995-06-11,,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,alesi,\N,\N,Jean,Alesi,1964-06-11,French,http://en.wikipedia.org/wiki/Jean_Alesi,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,ferrari,Ferrari,Italian,http://en.wikipedia.org/wiki/Scuderia_Ferrari
2311,245,65,22,2,6,1:28.498,\N,\N,1995,6,7,Canadian Grand Prix,1995-06-11,,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,herbert,\N,\N,Johnny,Herbert,1964-06-25,British,http://en.wikipedia.org/wiki/Johnny_Herbert,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,benetton,Benetton,Italian,http://en.wikipedia.org/wiki/Benetton_Formula
2312,245,57,1,8,7,1:28.910,\N,\N,1995,6,7,Canadian Grand Prix,1995-06-11,,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,hakkinen,\N,\N,Mika,Häkkinen,1968-09-28,Finnish,http://en.wikipedia.org/wiki/Mika_H%C3%A4kkinen,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
2313,245,56,17,15,8,1:29.021,\N,\N,1995,6,7,Canadian Grand Prix,1995-06-11,,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,irvine,\N,\N,Eddie,Irvine,1965-11-10,British,http://en.wikipedia.org/wiki/Eddie_Irvine,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,jordan,Jordan,Irish,http://en.wikipedia.org/wiki/Jordan_Grand_Prix
2314,245,22,17,14,9,1:29.171,\N,\N,1995,6,7,Canadian Grand Prix,1995-06-11,,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,barrichello,\N,BAR,Rubens,Barrichello,1972-05-23,Brazilian,http://en.wikipedia.org/wiki/Rubens_Barrichello,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,jordan,Jordan,Irish,http://en.wikipedia.org/wiki/Jordan_Grand_Prix
2315,245,87,1,7,10,1:29.641,\N,\N,1995,6,7,Canadian Grand Prix,1995-06-11,,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,blundell,\N,\N,Mark,Blundell,1966-04-08,British,http://en.wikipedia.org/wiki/Mark_Blundell,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,mclaren,McLaren,British,http://en.wikipedia.org/wiki/McLaren
2316,245,44,27,26,11,1:29.809,\N,\N,1995,6,7,Canadian Grand Prix,1995-06-11,,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,panis,\N,\N,Olivier,Panis,1966-09-02,French,http://en.wikipedia.org/wiki/Olivier_Panis,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,ligier,Ligier,French,http://en.wikipedia.org/wiki/Ligier
2317,245,49,15,30,12,1:30.017,\N,\N,1995,6,7,Canadian Grand Prix,1995-06-11,,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,frentzen,\N,\N,Heinz-Harald,Frentzen,1967-05-18,German,http://en.wikipedia.org/wiki/Heinz-Harald_Frentzen,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,sauber,Sauber,Swiss,http://en.wikipedia.org/wiki/Sauber
2318,245,81,29,9,13,1:30.159,\N,\N,1995,6,7,Canadian Grand Prix,1995-06-11,,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,morbidelli,\N,\N,Gianni,Morbidelli,1968-01-13,Italian,http://en.wikipedia.org/wiki/Gianni_Morbidelli,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,footwork,Footwork,British,http://en.wikipedia.org/wiki/Footwork_Arrows
2319,245,84,27,25,14,1:30.255,\N,\N,1995,6,7,Canadian Grand Prix,1995-06-11,,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,brundle,\N,\N,Martin,Brundle,1959-06-01,British,http://en.wikipedia.org/wiki/Martin_Brundle,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,ligier,Ligier,French,http://en.wikipedia.org/wiki/Ligier
2320,245,63,25,4,15,1:30.657,\N,\N,1995,6,7,Canadian Grand Prix,1995-06-11,,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,salo,\N,\N,Mika,Salo,1966-11-30,Finnish,http://en.wikipedia.org/wiki/Mika_Salo,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
2321,245,79,25,3,16,1:31.382,\N,\N,1995,6,7,Canadian Grand Prix,1995-06-11,,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,katayama,\N,\N,Ukyo,Katayama,1963-05-29,Japanese,http://en.wikipedia.org/wiki/Ukyo_Katayama,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,tyrrell,Tyrrell,British,http://en.wikipedia.org/wiki/Tyrrell_Racing
2322,245,94,18,23,17,1:31.445,\N,\N,1995,6,7,Canadian Grand Prix,1995-06-11,,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,martini,\N,\N,Pierluigi,Martini,1961-04-23,Italian,http://en.wikipedia.org/wiki/Pierluigi_Martini,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,minardi,Minardi,Italian,http://en.wikipedia.org/wiki/Minardi
2323,245,96,15,29,18,1:31.838,\N,\N,1995,6,7,Canadian Grand Prix,1995-06-11,,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,boullion,\N,\N,Jean-Christophe,Boullion,1969-12-27,French,http://en.wikipedia.org/wiki/Jean-Christophe_Boullion,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,sauber,Sauber,Swiss,http://en.wikipedia.org/wiki/Sauber
2324,245,69,18,24,19,1:31.853,\N,\N,1995,6,7,Canadian Grand Prix,1995-06-11,,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,badoer,\N,BAD,Luca,Badoer,1971-01-25,Italian,http://en.wikipedia.org/wiki/Luca_Badoer,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,minardi,Minardi,Italian,http://en.wikipedia.org/wiki/Minardi
2325,245,92,30,16,20,1:32.841,\N,\N,1995,6,7,Canadian Grand Prix,1995-06-11,,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,gachot,\N,\N,Bertrand,Gachot,1962-12-23,Belgian,http://en.wikipedia.org/wiki/Bertrand_Gachot,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,pacific,Pacific,British,http://en.wikipedia.org/wiki/Pacific_Racing
2326,245,85,30,17,21,1:32.894,\N,\N,1995,6,7,Canadian Grand Prix,1995-06-11,,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,montermini,\N,\N,Andrea,Montermini,1964-05-30,Italian,http://en.wikipedia.org/wiki/Andrea_Montermini,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,pacific,Pacific,British,http://en.wikipedia.org/wiki/Pacific_Racing
2327,245,89,29,10,22,1:32.995,\N,\N,1995,6,7,Canadian Grand Prix,1995-06-11,,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,inoue,\N,\N,Taki,Inoue,1963-09-05,Japanese,http://en.wikipedia.org/wiki/Taki_Inoue,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,footwork,Footwork,British,http://en.wikipedia.org/wiki/Footwork_Arrows
2328,245,90,28,22,23,1:34.000,\N,\N,1995,6,7,Canadian Grand Prix,1995-06-11,,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,moreno,\N,\N,Roberto,Moreno,1959-02-11,Brazilian,http://en.wikipedia.org/wiki/Roberto_Moreno,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,forti,Forti,Italian,http://en.wikipedia.org/wiki/Forti
2329,245,64,28,21,24,1:34.982,\N,\N,1995,6,7,Canadian Grand Prix,1995-06-11,,http://en.wikipedia.org/wiki/1995_Canadian_Grand_Prix,diniz,\N,\N,Pedro,Diniz,1970-05-22,Brazilian,http://en.wikipedia.org/wiki/Pedro_Diniz,villeneuve,Circuit Gilles Villeneuve,Montreal,Canada,45.5,-73.5228,13,http://en.wikipedia.org/wiki/Circuit_Gilles_Villeneuve,forti,Forti,Italian,http://en.wikipedia.org/wiki/Forti
