raceId,driverId,stop,lap,time_old,duration,milliseconds,year,round,circuitId,name_old,date,time,urlRaces,driverRef,number,code,forename,surname,dob,nationality,urlDrivers,circuitRef,name,location,country,latitude,longitude,altitude,urlCircuits
887,17,2,31,13:59:51,24.781,24781,,,nan,,,,,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver),,,,,,,,
887,817,2,32,14:01:28,26.229,26229,,,nan,,,,,ricciardo,3,RIC,Daniel,Ricciardo,1989-07-01,Australian,http://en.wikipedia.org/wiki/Daniel_Ricciardo,,,,,,,,
887,18,2,32,14:01:33,24.357,24357,,,nan,,,,,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,,,,,,,,
887,820,2,32,14:02:17,25.701,25701,,,nan,,,,,chilton,4,CHI,Max,Chilton,1991-04-21,British,http://en.wikipedia.org/wiki/Max_Chilton,,,,,,,,
887,16,2,33,14:03:04,25.158,25158,,,nan,,,,,sutil,99,SUT,Adrian,Sutil,1983-01-11,German,http://en.wikipedia.org/wiki/Adrian_Sutil,,,,,,,,
887,815,2,33,14:03:08,25.028,25028,,,nan,,,,,perez,11,PER,Sergio,Pérez,1990-01-26,Mexican,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez,,,,,,,,
887,814,2,33,14:03:14,25.099,25099,,,nan,,,,,resta,\N,DIR,Paul,di Resta,1986-04-16,British,http://en.wikipedia.org/wiki/Paul_di_Resta,,,,,,,,
887,824,2,33,14:03:42,25.927,25927,,,nan,,,,,jules_bianchi,17,BIA,Jules,Bianchi,1989-08-03,French,http://en.wikipedia.org/wiki/Jules_Bianchi,,,,,,,,
887,3,2,34,14:04:28,24.893,24893,,,nan,,,,,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg,,,,,,,,
887,819,2,34,14:05:14,26.371,26371,,,nan,,,,,pic,\N,PIC,Charles,Pic,1990-02-15,French,http://en.wikipedia.org/wiki/Charles_Pic,,,,,,,,
887,20,2,35,14:06:01,24.092,24092,,,nan,,,,,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,,,,,,,,
887,1,2,36,14:08:08,24.635,24635,,,nan,,,,,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,,,,,,,,
887,13,3,36,14:08:18,24.400,24400,,,nan,,,,,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa,,,,,,,,
887,813,2,37,14:10:02,25.275,25275,,,nan,,,,,maldonado,13,MAL,Pastor,Maldonado,1985-03-09,Venezuelan,http://en.wikipedia.org/wiki/Pastor_Maldonado,,,,,,,,
887,807,3,37,14:10:02,24.863,24863,,,nan,,,,,hulkenberg,27,HUL,Nico,Hülkenberg,1987-08-19,German,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg,,,,,,,,
887,822,2,38,14:11:48,31.851,31851,,,nan,,,,,bottas,77,BOT,Valtteri,Bottas,1989-08-28,Finnish,http://en.wikipedia.org/wiki/Valtteri_Bottas,,,,,,,,
887,821,4,40,14:15:23,25.087,25087,,,nan,,,,,gutierrez,21,GUT,Esteban,Gutiérrez,1991-08-05,Mexican,http://en.wikipedia.org/wiki/Esteban_Guti%C3%A9rrez,,,,,,,,
887,823,3,40,14:16:02,26.391,26391,,,nan,,,,,garde,\N,VDG,Giedo,van der Garde,1985-04-25,Dutch,http://en.wikipedia.org/wiki/Giedo_van_der_Garde,,,,,,,,
887,4,3,41,14:16:06,25.018,25018,,,nan,,,,,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,,,,,,,,
887,3,3,42,14:17:48,25.436,25436,,,nan,,,,,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg,,,,,,,,
887,17,3,42,14:18:03,24.473,24473,,,nan,,,,,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver),,,,,,,,
887,154,3,42,14:18:29,25.911,25911,,,nan,,,,,grosjean,8,GRO,Romain,Grosjean,1986-04-17,French,http://en.wikipedia.org/wiki/Romain_Grosjean,,,,,,,,
887,814,3,42,14:18:34,33.401,33401,,,nan,,,,,resta,\N,DIR,Paul,di Resta,1986-04-16,British,http://en.wikipedia.org/wiki/Paul_di_Resta,,,,,,,,
887,13,4,42,14:18:38,24.872,24872,,,nan,,,,,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa,,,,,,,,
888,814,1,4,14:10:30,20.547,20547,,,nan,,,,,resta,\N,DIR,Paul,di Resta,1986-04-16,British,http://en.wikipedia.org/wiki/Paul_di_Resta,,,,,,,,
888,818,1,4,14:10:37,23.147,23147,,,nan,,,,,vergne,25,VER,Jean-Éric,Vergne,1990-04-25,French,http://en.wikipedia.org/wiki/Jean-%C3%89ric_Vergne,,,,,,,,
888,819,1,4,14:10:40,22.699,22699,,,nan,,,,,pic,\N,PIC,Charles,Pic,1990-02-15,French,http://en.wikipedia.org/wiki/Charles_Pic,,,,,,,,
888,817,1,5,14:12:03,19.846,19846,,,nan,,,,,ricciardo,3,RIC,Daniel,Ricciardo,1989-07-01,Australian,http://en.wikipedia.org/wiki/Daniel_Ricciardo,,,,,,,,
888,16,1,5,14:12:09,19.910,19910,,,nan,,,,,sutil,99,SUT,Adrian,Sutil,1983-01-11,German,http://en.wikipedia.org/wiki/Adrian_Sutil,,,,,,,,
888,823,1,5,14:12:16,21.900,21900,,,nan,,,,,garde,\N,VDG,Giedo,van der Garde,1985-04-25,Dutch,http://en.wikipedia.org/wiki/Giedo_van_der_Garde,,,,,,,,
888,824,1,5,14:12:18,20.840,20840,,,nan,,,,,jules_bianchi,17,BIA,Jules,Bianchi,1989-08-03,French,http://en.wikipedia.org/wiki/Jules_Bianchi,,,,,,,,
888,1,1,6,14:13:34,19.487,19487,,,nan,,,,,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,,,,,,,,
888,821,1,6,14:13:52,19.816,19816,,,nan,,,,,gutierrez,21,GUT,Esteban,Gutiérrez,1991-08-05,Mexican,http://en.wikipedia.org/wiki/Esteban_Guti%C3%A9rrez,,,,,,,,
888,20,1,7,14:15:09,18.979,18979,,,nan,,,,,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,,,,,,,,
888,815,1,7,14:15:22,20.432,20432,,,nan,,,,,perez,11,PER,Sergio,Pérez,1990-01-26,Mexican,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez,,,,,,,,
888,17,1,8,14:16:48,2:42.042,162042,,,nan,,,,,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver),,,,,,,,
888,8,1,8,14:16:51,19.378,19378,,,nan,,,,,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,,,,,,,,
888,820,1,8,14:17:26,21.021,21021,,,nan,,,,,chilton,4,CHI,Max,Chilton,1991-04-21,British,http://en.wikipedia.org/wiki/Max_Chilton,,,,,,,,
888,4,1,12,14:23:32,20.199,20199,,,nan,,,,,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,,,,,,,,
888,154,1,13,14:25:00,20.273,20273,,,nan,,,,,grosjean,8,GRO,Romain,Grosjean,1986-04-17,French,http://en.wikipedia.org/wiki/Romain_Grosjean,,,,,,,,
888,3,1,16,14:30:21,19.690,19690,,,nan,,,,,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg,,,,,,,,
888,807,1,17,14:31:56,21.226,21226,,,nan,,,,,hulkenberg,27,HUL,Nico,Hülkenberg,1987-08-19,German,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg,,,,,,,,
888,817,2,18,14:33:49,19.952,19952,,,nan,,,,,ricciardo,3,RIC,Daniel,Ricciardo,1989-07-01,Australian,http://en.wikipedia.org/wiki/Daniel_Ricciardo,,,,,,,,
888,824,2,18,14:34:30,20.371,20371,,,nan,,,,,jules_bianchi,17,BIA,Jules,Bianchi,1989-08-03,French,http://en.wikipedia.org/wiki/Jules_Bianchi,,,,,,,,
888,823,2,19,14:36:10,20.974,20974,,,nan,,,,,garde,\N,VDG,Giedo,van der Garde,1985-04-25,Dutch,http://en.wikipedia.org/wiki/Giedo_van_der_Garde,,,,,,,,
888,820,2,20,14:37:56,19.953,19953,,,nan,,,,,chilton,4,CHI,Max,Chilton,1991-04-21,British,http://en.wikipedia.org/wiki/Max_Chilton,,,,,,,,
888,18,1,21,14:38:27,20.812,20812,,,nan,,,,,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,,,,,,,,
888,813,1,21,14:38:44,20.331,20331,,,nan,,,,,maldonado,13,MAL,Pastor,Maldonado,1985-03-09,Venezuelan,http://en.wikipedia.org/wiki/Pastor_Maldonado,,,,,,,,
888,1,2,22,14:40:10,19.321,19321,,,nan,,,,,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,,,,,,,,
888,822,1,22,14:40:31,33.796,33796,,,nan,,,,,bottas,77,BOT,Valtteri,Bottas,1989-08-28,Finnish,http://en.wikipedia.org/wiki/Valtteri_Bottas,,,,,,,,
888,821,2,22,14:40:34,19.869,19869,,,nan,,,,,gutierrez,21,GUT,Esteban,Gutiérrez,1991-08-05,Mexican,http://en.wikipedia.org/wiki/Esteban_Guti%C3%A9rrez,,,,,,,,
888,20,2,24,14:43:10,20.039,20039,,,nan,,,,,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,,,,,,,,
888,154,2,24,14:43:13,20.007,20007,,,nan,,,,,grosjean,8,GRO,Romain,Grosjean,1986-04-17,French,http://en.wikipedia.org/wiki/Romain_Grosjean,,,,,,,,
888,8,2,24,14:43:25,20.528,20528,,,nan,,,,,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,,,,,,,,
888,4,2,24,14:43:36,19.539,19539,,,nan,,,,,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,,,,,,,,
888,815,2,24,14:43:57,20.433,20433,,,nan,,,,,perez,11,PER,Sergio,Pérez,1990-01-26,Mexican,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez,,,,,,,,
888,16,2,24,14:44:00,20.204,20204,,,nan,,,,,sutil,99,SUT,Adrian,Sutil,1983-01-11,German,http://en.wikipedia.org/wiki/Adrian_Sutil,,,,,,,,
888,814,2,24,14:44:07,21.483,21483,,,nan,,,,,resta,\N,DIR,Paul,di Resta,1986-04-16,British,http://en.wikipedia.org/wiki/Paul_di_Resta,,,,,,,,
888,3,2,24,14:44:07,22.207,22207,,,nan,,,,,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg,,,,,,,,
888,17,2,23,14:44:15,19.991,19991,,,nan,,,,,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver),,,,,,,,
888,819,2,24,14:44:58,21.388,21388,,,nan,,,,,pic,\N,PIC,Charles,Pic,1990-02-15,French,http://en.wikipedia.org/wiki/Charles_Pic,,,,,,,,
888,820,3,26,14:48:52,20.272,20272,,,nan,,,,,chilton,4,CHI,Max,Chilton,1991-04-21,British,http://en.wikipedia.org/wiki/Max_Chilton,,,,,,,,
888,819,3,34,15:03:58,22.986,22986,,,nan,,,,,pic,\N,PIC,Charles,Pic,1990-02-15,French,http://en.wikipedia.org/wiki/Charles_Pic,,,,,,,,
888,807,2,37,15:08:26,20.364,20364,,,nan,,,,,hulkenberg,27,HUL,Nico,Hülkenberg,1987-08-19,German,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg,,,,,,,,
888,820,4,37,15:08:55,21.433,21433,,,nan,,,,,chilton,4,CHI,Max,Chilton,1991-04-21,British,http://en.wikipedia.org/wiki/Max_Chilton,,,,,,,,
888,17,3,38,15:10:15,19.921,19921,,,nan,,,,,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver),,,,,,,,
888,823,3,38,15:10:34,20.545,20545,,,nan,,,,,garde,\N,VDG,Giedo,van der Garde,1985-04-25,Dutch,http://en.wikipedia.org/wiki/Giedo_van_der_Garde,,,,,,,,
888,154,3,40,15:13:03,19.591,19591,,,nan,,,,,grosjean,8,GRO,Romain,Grosjean,1986-04-17,French,http://en.wikipedia.org/wiki/Romain_Grosjean,,,,,,,,
888,817,3,40,15:13:28,20.196,20196,,,nan,,,,,ricciardo,3,RIC,Daniel,Ricciardo,1989-07-01,Australian,http://en.wikipedia.org/wiki/Daniel_Ricciardo,,,,,,,,
888,20,3,41,15:14:38,19.118,19118,,,nan,,,,,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,,,,,,,,
888,821,3,41,15:15:07,21.160,21160,,,nan,,,,,gutierrez,21,GUT,Esteban,Gutiérrez,1991-08-05,Mexican,http://en.wikipedia.org/wiki/Esteban_Guti%C3%A9rrez,,,,,,,,
888,16,3,43,15:18:18,21.799,21799,,,nan,,,,,sutil,99,SUT,Adrian,Sutil,1983-01-11,German,http://en.wikipedia.org/wiki/Adrian_Sutil,,,,,,,,
888,1,3,45,15:21:19,19.316,19316,,,nan,,,,,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,,,,,,,,
888,18,2,47,15:24:27,19.692,19692,,,nan,,,,,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,,,,,,,,
888,3,3,48,15:26:26,19.684,19684,,,nan,,,,,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg,,,,,,,,
888,8,3,49,15:27:24,19.390,19390,,,nan,,,,,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,,,,,,,,
888,4,3,49,15:27:29,19.476,19476,,,nan,,,,,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,,,,,,,,
888,807,3,49,15:28:02,20.557,20557,,,nan,,,,,hulkenberg,27,HUL,Nico,Hülkenberg,1987-08-19,German,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg,,,,,,,,
888,813,2,50,15:29:39,36.196,36196,,,nan,,,,,maldonado,13,MAL,Pastor,Maldonado,1985-03-09,Venezuelan,http://en.wikipedia.org/wiki/Pastor_Maldonado,,,,,,,,
888,822,2,54,15:36:20,45.695,45695,,,nan,,,,,bottas,77,BOT,Valtteri,Bottas,1989-08-28,Finnish,http://en.wikipedia.org/wiki/Valtteri_Bottas,,,,,,,,
890,818,1,8,14:15:51,22.745,22745,,,nan,,,,,vergne,25,VER,Jean-Éric,Vergne,1990-04-25,French,http://en.wikipedia.org/wiki/Jean-%C3%89ric_Vergne,,,,,,,,
890,823,1,8,14:15:55,23.200,23200,,,nan,,,,,garde,\N,VDG,Giedo,van der Garde,1985-04-25,Dutch,http://en.wikipedia.org/wiki/Giedo_van_der_Garde,,,,,,,,
890,1,1,9,14:16:48,21.840,21840,,,nan,,,,,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,,,,,,,,
890,813,1,9,14:17:14,22.103,22103,,,nan,,,,,maldonado,13,MAL,Pastor,Maldonado,1985-03-09,Venezuelan,http://en.wikipedia.org/wiki/Pastor_Maldonado,,,,,,,,
890,814,1,9,14:17:18,22.754,22754,,,nan,,,,,resta,\N,DIR,Paul,di Resta,1986-04-16,British,http://en.wikipedia.org/wiki/Paul_di_Resta,,,,,,,,
890,817,1,10,14:18:44,24.033,24033,,,nan,,,,,ricciardo,3,RIC,Daniel,Ricciardo,1989-07-01,Australian,http://en.wikipedia.org/wiki/Daniel_Ricciardo,,,,,,,,
890,3,1,10,14:18:45,22.015,22015,,,nan,,,,,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg,,,,,,,,
890,822,1,10,14:18:55,22.023,22023,,,nan,,,,,bottas,77,BOT,Valtteri,Bottas,1989-08-28,Finnish,http://en.wikipedia.org/wiki/Valtteri_Bottas,,,,,,,,
890,20,1,11,14:19:47,21.343,21343,,,nan,,,,,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,,,,,,,,
890,13,1,11,14:19:57,23.012,23012,,,nan,,,,,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa,,,,,,,,
890,807,1,11,14:20:17,22.303,22303,,,nan,,,,,hulkenberg,27,HUL,Nico,Hülkenberg,1987-08-19,German,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg,,,,,,,,
890,4,1,12,14:21:21,21.599,21599,,,nan,,,,,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,,,,,,,,
890,154,1,13,14:22:46,22.054,22054,,,nan,,,,,grosjean,8,GRO,Romain,Grosjean,1986-04-17,French,http://en.wikipedia.org/wiki/Romain_Grosjean,,,,,,,,
890,8,1,13,14:22:56,22.161,22161,,,nan,,,,,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,,,,,,,,
890,819,1,13,14:23:32,22.465,22465,,,nan,,,,,pic,\N,PIC,Charles,Pic,1990-02-15,French,http://en.wikipedia.org/wiki/Charles_Pic,,,,,,,,
890,824,1,20,14:34:40,22.159,22159,,,nan,,,,,jules_bianchi,17,BIA,Jules,Bianchi,1989-08-03,French,http://en.wikipedia.org/wiki/Jules_Bianchi,,,,,,,,
890,820,1,21,14:36:25,22.323,22323,,,nan,,,,,chilton,4,CHI,Max,Chilton,1991-04-21,British,http://en.wikipedia.org/wiki/Max_Chilton,,,,,,,,
890,17,1,23,14:37:39,21.762,21762,,,nan,,,,,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver),,,,,,,,
890,815,1,23,14:38:10,22.323,22323,,,nan,,,,,perez,11,PER,Sergio,Pérez,1990-01-26,Mexican,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez,,,,,,,,
890,821,1,23,14:38:18,22.425,22425,,,nan,,,,,gutierrez,21,GUT,Esteban,Gutiérrez,1991-08-05,Mexican,http://en.wikipedia.org/wiki/Esteban_Guti%C3%A9rrez,,,,,,,,
890,18,1,24,14:39:26,22.107,22107,,,nan,,,,,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,,,,,,,,
890,154,2,25,14:40:51,22.267,22267,,,nan,,,,,grosjean,8,GRO,Romain,Grosjean,1986-04-17,French,http://en.wikipedia.org/wiki/Romain_Grosjean,,,,,,,,
890,814,2,26,14:43:05,22.723,22723,,,nan,,,,,resta,\N,DIR,Paul,di Resta,1986-04-16,British,http://en.wikipedia.org/wiki/Paul_di_Resta,,,,,,,,
890,823,2,27,14:44:59,22.831,22831,,,nan,,,,,garde,\N,VDG,Giedo,van der Garde,1985-04-25,Dutch,http://en.wikipedia.org/wiki/Giedo_van_der_Garde,,,,,,,,
890,813,2,28,14:45:48,21.880,21880,,,nan,,,,,maldonado,13,MAL,Pastor,Maldonado,1985-03-09,Venezuelan,http://en.wikipedia.org/wiki/Pastor_Maldonado,,,,,,,,
890,3,2,29,14:47:10,22.628,22628,,,nan,,,,,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg,,,,,,,,
890,818,2,30,14:49:06,22.282,22282,,,nan,,,,,vergne,25,VER,Jean-Éric,Vergne,1990-04-25,French,http://en.wikipedia.org/wiki/Jean-%C3%89ric_Vergne,,,,,,,,
890,1,2,31,14:49:23,21.454,21454,,,nan,,,,,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,,,,,,,,
890,13,2,31,14:50:01,21.753,21753,,,nan,,,,,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa,,,,,,,,
890,822,2,33,14:53:46,22.612,22612,,,nan,,,,,bottas,77,BOT,Valtteri,Bottas,1989-08-28,Finnish,http://en.wikipedia.org/wiki/Valtteri_Bottas,,,,,,,,
890,20,2,34,14:53:58,21.863,21863,,,nan,,,,,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,,,,,,,,
890,4,2,34,14:54:07,22.249,22249,,,nan,,,,,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,,,,,,,,
890,824,2,33,14:54:39,22.221,22221,,,nan,,,,,jules_bianchi,17,BIA,Jules,Bianchi,1989-08-03,French,http://en.wikipedia.org/wiki/Jules_Bianchi,,,,,,,,
890,807,2,35,14:56:17,22.606,22606,,,nan,,,,,hulkenberg,27,HUL,Nico,Hülkenberg,1987-08-19,German,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg,,,,,,,,
890,820,2,34,14:56:34,22.301,22301,,,nan,,,,,chilton,4,CHI,Max,Chilton,1991-04-21,British,http://en.wikipedia.org/wiki/Max_Chilton,,,,,,,,
890,154,3,37,14:58:34,16.453,16453,,,nan,,,,,grosjean,8,GRO,Romain,Grosjean,1986-04-17,French,http://en.wikipedia.org/wiki/Romain_Grosjean,,,,,,,,
890,18,2,37,14:58:44,22.496,22496,,,nan,,,,,button,22,BUT,Jenson,Button,1980-01-19,British,http://en.wikipedia.org/wiki/Jenson_Button,,,,,,,,
890,815,2,38,15:00:37,22.722,22722,,,nan,,,,,perez,11,PER,Sergio,Pérez,1990-01-26,Mexican,http://en.wikipedia.org/wiki/Sergio_P%C3%A9rez,,,,,,,,
890,817,2,38,15:01:00,21.996,21996,,,nan,,,,,ricciardo,3,RIC,Daniel,Ricciardo,1989-07-01,Australian,http://en.wikipedia.org/wiki/Daniel_Ricciardo,,,,,,,,
890,819,2,38,15:01:50,22.450,22450,,,nan,,,,,pic,\N,PIC,Charles,Pic,1990-02-15,French,http://en.wikipedia.org/wiki/Charles_Pic,,,,,,,,
890,807,3,40,15:04:00,16.512,16512,,,nan,,,,,hulkenberg,27,HUL,Nico,Hülkenberg,1987-08-19,German,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg,,,,,,,,
890,8,2,42,15:05:48,21.643,21643,,,nan,,,,,raikkonen,7,RAI,Kimi,Räikkönen,1979-10-17,Finnish,http://en.wikipedia.org/wiki/Kimi_R%C3%A4ikk%C3%B6nen,,,,,,,,
890,17,2,43,15:07:06,22.349,22349,,,nan,,,,,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver),,,,,,,,
890,823,3,44,15:10:43,22.384,22384,,,nan,,,,,garde,\N,VDG,Giedo,van der Garde,1985-04-25,Dutch,http://en.wikipedia.org/wiki/Giedo_van_der_Garde,,,,,,,,
890,154,4,47,15:13:17,22.451,22451,,,nan,,,,,grosjean,8,GRO,Romain,Grosjean,1986-04-17,French,http://en.wikipedia.org/wiki/Romain_Grosjean,,,,,,,,
890,824,3,46,15:14:34,23.030,23030,,,nan,,,,,jules_bianchi,17,BIA,Jules,Bianchi,1989-08-03,French,http://en.wikipedia.org/wiki/Jules_Bianchi,,,,,,,,
890,4,3,48,15:14:42,21.753,21753,,,nan,,,,,alonso,14,ALO,Fernando,Alonso,1981-07-29,Spanish,http://en.wikipedia.org/wiki/Fernando_Alonso,,,,,,,,
890,13,3,48,15:15:06,21.612,21612,,,nan,,,,,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa,,,,,,,,
890,3,3,48,15:15:07,21.854,21854,,,nan,,,,,rosberg,6,ROS,Nico,Rosberg,1985-06-27,German,http://en.wikipedia.org/wiki/Nico_Rosberg,,,,,,,,
890,814,3,48,15:15:49,23.027,23027,,,nan,,,,,resta,\N,DIR,Paul,di Resta,1986-04-16,British,http://en.wikipedia.org/wiki/Paul_di_Resta,,,,,,,,
890,1,3,50,15:17:08,22.136,22136,,,nan,,,,,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,,,,,,,,
890,818,3,50,15:18:45,23.756,23756,,,nan,,,,,vergne,25,VER,Jean-Éric,Vergne,1990-04-25,French,http://en.wikipedia.org/wiki/Jean-%C3%89ric_Vergne,,,,,,,,
890,813,3,51,15:19:53,24.796,24796,,,nan,,,,,maldonado,13,MAL,Pastor,Maldonado,1985-03-09,Venezuelan,http://en.wikipedia.org/wiki/Pastor_Maldonado,,,,,,,,
890,820,3,50,15:21:06,23.257,23257,,,nan,,,,,chilton,4,CHI,Max,Chilton,1991-04-21,British,http://en.wikipedia.org/wiki/Max_Chilton,,,,,,,,
890,20,3,55,15:24:30,21.666,21666,,,nan,,,,,vettel,5,VET,Sebastian,Vettel,1987-07-03,German,http://en.wikipedia.org/wiki/Sebastian_Vettel,,,,,,,,
890,17,3,59,15:30:24,22.022,22022,,,nan,,,,,webber,\N,WEB,Mark,Webber,1976-08-27,Australian,http://en.wikipedia.org/wiki/Mark_Webber_(racing_driver),,,,,,,,
891,807,1,9,14:21:40,24.219,24219,,,nan,,,,,hulkenberg,27,HUL,Nico,Hülkenberg,1987-08-19,German,http://en.wikipedia.org/wiki/Nico_H%C3%BClkenberg,,,,,,,,
891,13,1,9,14:21:42,22.872,22872,,,nan,,,,,massa,19,MAS,Felipe,Massa,1981-04-25,Brazilian,http://en.wikipedia.org/wiki/Felipe_Massa,,,,,,,,
891,814,1,10,14:23:35,23.475,23475,,,nan,,,,,resta,\N,DIR,Paul,di Resta,1986-04-16,British,http://en.wikipedia.org/wiki/Paul_di_Resta,,,,,,,,
891,818,1,10,14:23:44,24.070,24070,,,nan,,,,,vergne,25,VER,Jean-Éric,Vergne,1990-04-25,French,http://en.wikipedia.org/wiki/Jean-%C3%89ric_Vergne,,,,,,,,
891,1,1,11,14:25:16,23.397,23397,,,nan,,,,,hamilton,44,HAM,Lewis,Hamilton,1985-01-07,British,http://en.wikipedia.org/wiki/Lewis_Hamilton,,,,,,,,
891,16,1,11,14:25:37,23.327,23327,,,nan,,,,,sutil,99,SUT,Adrian,Sutil,1983-01-11,German,http://en.wikipedia.org/wiki/Adrian_Sutil,,,,,,,,
891,813,1,11,14:25:40,27.059,27059,,,nan,,,,,maldonado,13,MAL,Pastor,Maldonado,1985-03-09,Venezuelan,http://en.wikipedia.org/wiki/Pastor_Maldonado,,,,,,,,
